review,ID,리뷰수(유저),평균별점,별점(유저),별점,리뷰수,상호명,주소,감성점수
직원 한테 맨날 내다 무섭다 사장 그리고 너무 더럽다 벌레 나오다 진짜 청소 하다,녜,3,2.3,1,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",-2.0
블로그 협찬 으로 먹다 살다 저번 가다 맨손 으로 설거지 하다 보고 경악,아냠냠,19,2.7,1,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",0.0
굳이 연남동 까지 오다 여기,배고팡,44,3.9,1,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",0.0
화장실 공용 음식 보다 이쁘다 그저 그렇다 근처 모르다 찾아가다 정도 아니다,김종완,140,1.7,3,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",0.0
아수라 장이 영어 하다 하고 식당 아무 없다 동안 동안 기다리다 하다 테이블 있다 그렇다 화장실 들어가다 하다 커피 주문 헷갈리다 하다 그래서 우리 직접 우유 부탁 하고 커피 만들다 하다 물탱크 작동 하다 않다 우리 물이 들어오다 여러 누르다 하다 팬케이크 오래 기다리다 하다 하다 주문 하다 하다 우리 또한 주문 상품 도착 하다 기다리다 식탁 청소 하다 않다 부스러기 남기다,아반,1,2.0,2,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",-1.0
아주 괜찮다 브런치 이다 배부르다 만족스럽다 이다 친구 갈다 같다,루코,15,4.5,5,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",1.33
맛있다 음식 밸런스 좋다 행복하다 이다,박재홍,24,4.4,5,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",2.0
메뉴 먹다 보다 단호박 스프 같다 맛있다 ㅎㅎ,냠냠뇸,413,3.9,4,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",1.5
그냥 그냥 그냥 브런치 까페 별로 특별하다 없다 가격 경쟁력 없다 그냥 그냥 정말 쏘다 쏘다 자체,고우림,22,3.6,2,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",-0.33
웨이팅 있다 만족하다,긍정맨,30,4.5,4,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",2.0
좋다 알바 잘생기다 많이 하다 해주다,Ub,3,5.0,5,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",2.0
사장 너무 너무 친절하다 분위기 좋다 아메리카노 초코 라떼 마시다 맛있다,수민,4,4.5,4,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",2.0
주변 브런치 비다 가격 대비 훌륭 좁다 사람 많다,뚜뚜,116,3.9,4,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",2.0
여기다 쇼케이스 부터 지금 까지 으로 장난 없다 삼국시대 에서 백정 나이프 포크 브런치 먹다 바가지 에그인헬 포장 하다 나오다,leebre,194,3.3,5,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",-1.0
웨이 넘다 지만 주문 요리 나오다 오래 걸리다 브런치 존맛,lalalalalala,120,4.1,4,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",-1.0
근처 카페 최고,디케,49,3.3,5,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",2.0
최악 이에요 회전 심각하다 느리다,jhy,3,2.3,1,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",-1.5
브런치 너무 너무 맛있다 사장 친절하다 분위기 좋다 다음 친구 데리 단체 한번 가다 ㅋㅋ,ryoon,1,5.0,5,3.6,31,베어스덴,"서울 서대문구 연희로4길 10 1,2층 (지번) 창천동 441",1.75
커피 너무 쓰다,음악있는 쥬크박스 (최대호),11,1.5,1,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",0.0
까지 있다 좋다,WJ,234,4.7,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
무난 하다 다른 커피 하고 같다,이재윤,2,3.5,3,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",0.0
메다 항상 진심 이다 자다 말다 가다,박재찬,279,3.9,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",0.0
자주 가다 근데 마감 임박 하다 그렇다 시키다 오지 뜨겁다 바닥 익다 무섭다 입도 먹음 상처 받다 알바,서예다,1,3.0,3,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",-0.75
커피 찌다 하다 좋다 매장 깨끗하다,wodnjs,7,4.0,4,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
좋다 제발 뽑다 커피 가루 자다 털다 ㅠㅠ 다음 가루 같이 다시 에스프레소 머신 으로,먀옹,139,4.4,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
대학가 근처 있다 매장 이라 바쁘다 돌아가다 편이 지만 그래도 직원 분들 친절하다 좋다 콘센트 많다 충전 하고 앉다 딱이다,ㅇㅇ,28,2.5,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
딸라 주다 곱다,쿠로미 노트,396,4.2,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
대학교 근처 매장 자리 있다 공부 노트북 하다 나쁘다 않다 싸다 종종 가다 커피 너무 싸다 런가 상하 매장 이상하다 사람 많이,ㅅㅎ,8,4.4,3,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",-1.5
넓다 에어컨 빵빵 와이파이 되다 근데 여름 되다 모기 넘다 많다 오늘,털이많은편,62,3.6,4,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
버블티 오래 돼다 진짜 딱딱하다 그냥 버블티 전문점 갈다,hj,24,2.5,1,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",0.0
쏘다 쏘다,HMM대주주,790,3.4,3,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",0.0
다른 커피 지점 다르다 에다가 시설 새다 콘센트 많다,qwerty,206,3.8,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
요즘 인근 커피 장사 되다 그래서 런가 손님 많다 자리 차지 하고 자다 나가다 그렇다 오다 파이 버리다 장점 단점 단골 제일 많다 가게 인데 단골 기다,모닝카페인,12,2.3,1,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",1.0
여자 알바생 혼자 하다 친절하다 커피 다른 지점 보다 좋다,약히,9,4.0,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",2.0
거의 매일 가격 저렴하다 좋다,해닝,5,5.0,5,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",1.5
수박 주스 시키다 얼음 나머지 설탕 이에요 별로 이다,거부기,16,2.3,1,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",0.0
알바 교육 시키다 주문 이야 기계로 다지 커피 나오다 나오다 가르다 한마디 없이 거지 주다 던지다 아침 부터 기분 나쁘다 나다 영업 지만 아니다,지young @¤¤@,20,2.3,1,3.9,34,메가MGC커피 신촌점,"서울 서대문구 연세로5가길 8-6 1,2층 (지번) 창천동 31-40",-2.0
매장 넓다 직원 서비스 좋다 음료 쏟다 무안하다 않다 친절하다 처리 해주다,OO,8,4.1,5,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,2.0
영업 시간 너무 짧다,고독한돼식가,86,3.9,2,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,-1.0
나름 넓다 창가 자리 좋다,냥냥이,2,4.5,4,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,2.0
북적 이지만 그래도 찾다 앉다 자리다 있다 화장실 개인 넓다 편하다 직사 광선 쎄다 블라인드 필수 인지 맨날 가다 놓다 강제 느끼다 분위기 조성 되다 대신 창가 앉다 사람 블라인드 건드리다 깜짝 놀람 층석 메인 인데 막히다 그렇다 다른 매장 대비 엄청 시끄럽다 사람 목소리 왕왕 울림 창가 의자 개지 콘센트 개임 스벅 콘센트 특징 헐겁다 건가 여기 안정 으로 꼽히다 느낌 없다 직원 분들 엄청 친절하다 바쁘다 매장 특유 지치다 영혼 없다 표정 목소리 안쓰럽다 친절 강요 아니다 들다 충분하다 전문 으로 빠르다 친절하다 응대 하고 계시다 다른 인원 많다 주문 인데 할인 이벤트 적용 되게 알다 결제 도와주다 힘내다 화이팅,꼬냥럽,30,3.8,4,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,0.37
금요일 오전 주문 하다 필요하다 물어보다 줄다 얼음 까지 담다 챙기다 마음 너무 따뜻하다 감사하다 ㅎㅎ 행복하다 바라다,지나가는사람,2,5.0,5,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,1.75
깨끗하다 조용하다 좋다,김석현관장,1,4.0,4,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,2.0
괜찮다 어유 와이파이 좋다 보고서 사사 빠르다 작성 하다 좋다 어유,고객,137,1.6,5,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,1.5
직원 친절하다 자리 뛰엄뛰엄해 좋다 기다 와이파이 진짜 너무 돼다 과제 하다 가다 시간 아무 하다,Mj,951,4.0,2,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,2.0
어쩜 꾸준하다 직원 불친절하다 다른 비다 직원 별로 음료 별로 예요,.,271,3.9,1,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,0.0
다른 지점 비다 직원 분들 불친절하다,aree,34,2.7,2,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,0.0
평일 오후 여자 직원 분들 너무 친절하다,WENDY,77,4.1,5,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,2.0
스벅중 푸드 종류 다양하다 많이 구비 하다 지점 가다 직원 정말 너무 친절하다,물,577,3.4,4,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,1.5
와이파이 너무 느리다,guu,1,3.0,3,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,-1.0
떠들다 사람 공부 하다 사람 정도 부담 스럽지 않다 가다 엄청 시끌벅적하다 않다 적당하다 소음 이다 신촌 통틀어 직원 분들 제일 친절하다 자다 있다 가다,푸른채소,7,3.3,5,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,-0.2
신촌 서강대 까지 인근 가보다 스타벅스 매장 가장 소란 스러운 같다 이야기 나누다 좋다 개인 작업 위해 오다 참고 하다,김지원,18,4.6,3,3.9,22,스타벅스 신촌역점,서울 서대문구 신촌로 73 1층 (지번) 창천동 72-12,2.0
코로나 시기 에도 꿋꿋 신촌 밤샘 지키다 성지,김대성,1,5.0,5,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,0.0
아아 원개 춥다,김소정,3,2.3,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,0.0
직원 분들 넘다 친절하다 기분 좋다 사장 바뀌다 건지다 예전 오다 랑은 다르다 고구마 라떼 개존맛퉹,.,2,5.0,5,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,2.0
아니다 기본 으로 마감 주문 하다 미리 해주다 시반 결제 하고 앉다 세시 마감 이라 나가다 어이 없다 앉다 카페 오다 아니다,돌,8,4.5,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-1.67
케이크 포장 하다 먹다 개다,웅개,58,2.7,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,0.0
화요일 새벽 알바생 신지 사장 신지 친절 베풀다 감사하다 새벽 계좌 이체 밖에 돼다 상황 인데 에까지 나오다 갈다 없다 오다 쉬다 가라 하다 커피한잔 무료 주다 새벽 정말 힘드다 상황 이다 정말 감사하다 직원 진심 으로 되다 바라다 번창 하다 바라다 정말 오랫 인류 느끼다 가다,쇰,1,5.0,5,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,1.2
커피 맛없다 쇼파 좌석 청소 한번 하다 머리카락 얼룩 먼지 범벅 직원 한테 걸다 짜증 내다,‘^’,40,3.3,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-1.33
여기다 망하다 의문,맛도리박사,72,3.7,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-2.0
디저트 맛있다 음료 메뉴 맛있다 좌석 편하다 쇼파 앉다 그렇다 제대로 휴식 취하 가다,:),1,5.0,5,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,1.6
정말 불친절하다 맛없다 비싸다,🫒,10,4.6,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-1.5
시간 에다 좌석 많다 노래 플리 좋다 커피,프랑스에서 살거야,245,4.7,5,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,2.0
카페 사람 많다 자리 꽉차다 역시 신촌,광교멋쟁이,106,4.3,4,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,2.0
가격 비싸다 신기하다 정도 커피 없다 조용하다 과제 하다 좋다,qwerty,206,3.8,2,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,0.0
화요일 오후 알바생 너무 친절 ㅠㅠ 알바생 이랑 대화 하고 기분 좋다 진짜 오랜 만이,초코초코,3,5.0,5,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,2.0
사장 가장 시끄럽다 카페 근처 다른 카페 사장 이랑 가게 알바 하다 소리 사람 찾아보다 신경 쓰이다 죽는쥴 ㅋㅋㅋ 아무리 그래도 손님 앞뒤 있다 그렇다 아니다 같다 작다 하다 아니다 진짜 그건 잡다 하다 진짜 별로,토로리,13,3.2,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-2.0
솔직하다 시간 인거 장점 없다 음료 가격 비싸다 그냥 이고 자리 많다 한데 딱하다 편하다 않다 좁다 ㅠㅠ 까지 운영 이라 더욱 갈다 이유 없다,la vida,490,3.8,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,0.25
노맛 와플 이고 음료 죄다 맛없다,.,12,4.2,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-1.0
비싸다 노래 댄스 옛날 케이팝 엄청 크게 틀어놓다 카공 에는 최악 차라리 다른 프랜차이즈 카페 갈다,ㄷ,22,3.0,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-2.0
불편하다 공부 하다 사람 대다 틀다 대다 노래 끔찍하다 시끄럽다 직원 불친절하다 음료 비싸다 없다 그리고 모기 너무 많다,포포,6,2.3,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-1.17
나무 카페 애용 하다 단골 이다 오늘 부로 새벽 남자 알바생 때문 방문 하다 없다 하다 애용 하다 카페 발전 위해 직원 재교육 부탁드리다 고가 전자기기 카페 두다 오다 사실 카페 에서 떠나다 발견 카페 새벽 확인 전화 가량 자리 위치 설명 하다 쓰다 알바생 바로 확인 전화 주다 답변 부터 말투 건성건성 시종일관 하다 찾다 시도 조차 하다 의지 없다 보이다 카페 에서 나가다 순간 다시 방문 순간 알바생 똑같다 카운터 앉다 이후 분동 답신 없다 카페 다시 전화하다 알바생 서다 잃어버리다 하다 어디 자리 하다 라는 답변 으로 설명 자세하다 자리 설명 혼자 전전긍긍 하고 있다 들다 솔직하다 화가 나다 바쁘다 그렇다 생각 그러나 전화 하다 찾다 생각 하다 라는 생각 서다 들다 직접 카페 가보다 알바생 답변 하다 바닥 쿠션 의자 책상 모두 뒤지다 보다 결국 찾다 하다 전달 그러나 알바생 목소리 어떻다 의욕 없다 보이다 직감 으로 가면 바로 나오다 같다 직감 적중 본인 헐레벌떡 카페 뛰어가다 앉다 자리 확인 하다 전자기기 바로 확인 당장 알바생 에게 자리 에서 따지다 하다 시험 주간 이기 공부 하다 사람 많다 소란 피우다 싫다 잃어버리다 뻔하다 순전하다 책임 이기 돌아오다 그러나 생각 해보다 알바생 전화 하다 마다 바로 받다 보아 바쁘다 않다 보이다 같이 분동 찾다 제스쳐 취하 않다 으로 바로 찾다 라고 거짓말 알바생 둘째 전화 에서 샅샅 뒤지다 하다 전자기기 바로 발견 되다 보아 찾다 시도 유추 되다 거짓말 하다 만약 알바생 거짓말 만을 듣다 본인 카페 뛰어가다 않다 경우 전자기기 잃어버리다 수도 있다 경우 원인 기기 두다 오다 때문 원인 알바생 거짓말 되다 결과 으로 알바생 거짓말 대학생 상당하다 재산 상의 손실 야기 되다 시험 하루 앞두다 시점 알바생 거짓말 왕복 이라는 시간 손실 정신 손해 야기 때문 화가 나다 차라리 카페 다른 업무 때문 현재 찾다 불가하다 으로 솔직하다 대답 하다 처음 부터 방문 하다 생각 하다,신촌동돼지,66,4.3,1,2.3,32,카페 나무,서울 서대문구 명물길 2 2층 (지번) 창천동 18-8,-0.83
